Mod:Item:MetaData, Localized Name
mysticalagriculture:enderium_seeds, 末影种子
mysticalagriculture:hop_graphite_seeds, 高定向热解石墨种子
mysticalagriculture:aluminum_brass_seeds, 铝黄铜种子
mysticalagriculture:knightslime_seeds, 骑士史莱姆种子
mysticalagriculture:ardite_seeds, 阿迪特种子
mysticalagriculture:cobalt_seeds, 钴种子
mysticalagriculture:manyullyn_seeds, 玛玉灵种子
mysticalagriculture:grains_of_infinity_seeds, 基岩粉种子
mysticalagriculture:electrical_steel_seeds, 磁钢种子
mysticalagriculture:redstone_alloy_seeds, 红石合金种子
mysticalagriculture:conductive_iron_seeds, 导电铁种子
mysticalagriculture:soularium_seeds, 魂金种子
mysticalagriculture:dark_steel_seeds, 玄钢种子
mysticalagriculture:pulsating_iron_seeds, 脉冲铁种子
mysticalagriculture:energetic_alloy_seeds, 充能合金种子
mysticalagriculture:vibrant_alloy_seeds, 脉冲合金种子
mysticalagriculture:end_steel_seeds, 末影钢种子
mysticalagriculture:mystical_flower_seeds, 神秘花种子
mysticalagriculture:manasteel_seeds, 魔力钢种子
mysticalagriculture:elementium_seeds, 源质钢种子
mysticalagriculture:terrasteel_seeds, 泰拉钢种子
mysticalagriculture:quicksilver_seeds, 水银种子
mysticalagriculture:thaumium_seeds, 神秘锭种子
mysticalagriculture:void_metal_seeds, 虚空金属种子
mysticalagriculture:uranium_238_seeds, 铀238种子
mysticalagriculture:iridium_ore_seeds, 铱矿石种子
mysticalagriculture:osmium_seeds, 锇种子
mysticalagriculture:glowstone_ingot_seeds, 强化荧石锭种子
mysticalagriculture:refined_obsidian_seeds, 强化黑曜石种子
mysticalagriculture:marble_seeds, 大理石种子
mysticalagriculture:thorium_seeds, 钍种子
mysticalagriculture:boron_seeds, 硼种子
mysticalagriculture:lithium_seeds, 锂种子
mysticalagriculture:magnesium_seeds, 镁种子
mysticalagriculture:aquamarine_seeds, 海蓝宝石种子
mysticalagriculture:starmetal_seeds, 星辉种子
mysticalagriculture:rock_crystal_seeds, 水晶石种子
mysticalagriculture:sky_stone_seeds, 陨石种子
mysticalagriculture:certus_quartz_seeds, 赛特斯石英种子
mysticalagriculture:fluix_seeds, 福鲁伊克斯水晶种子
mysticalagriculture:gear:0, §e下级精华工具核心
mysticalagriculture:gear:1, §a初级精华工具核心
mysticalagriculture:gear:2, §6中级精华工具核心
mysticalagriculture:gear:3, §b高级精华工具核心
mysticalagriculture:gear:4, §c终极精华工具核心
mysticalagriculture:gear:5, §e下级精华装甲核心
mysticalagriculture:gear:6, §a初级精华装甲核心
mysticalagriculture:gear:7, §6中级精华装甲核心
mysticalagriculture:gear:8, §b高级精华装甲核心
mysticalagriculture:gear:9, §c终极精华装甲核心
mysticalagriculture:gear:15, §e下级精华箭头
mysticalagriculture:gear:16, §a初级精华箭头
mysticalagriculture:gear:17, §6中级精华箭头
mysticalagriculture:gear:18, §b高级精华箭头
mysticalagriculture:gear:19, §c终极精华箭头
mysticalagriculture:charm:0, 空白首饰
mysticalagriculture:charm:1, 魔符：夜视
mysticalagriculture:charm:2, 魔符：伤害吸收
mysticalagriculture:charm:3, 魔符：凋零抗性提升
mysticalagriculture:charm:4, 魔符：抗毒
mysticalagriculture:charm:5, 魔符：防火
mysticalagriculture:charm:6, 魔符：抗性提升
mysticalagriculture:charm:7, 魔符：力量
mysticalagriculture:charm:8, 魔符：力量 2
mysticalagriculture:charm:9, 魔符：速度
mysticalagriculture:charm:10, 魔符：跳跃提升
mysticalagriculture:charm:11, 魔符：矿工的希望
mysticalagriculture:charm:12, 魔符：彩虹
mysticalagriculture:charm:13, 魔符：快速拉弓
mysticalagriculture:charm:14, 魔符：三重射击
mysticalagriculture:charm:15, 附魔：开采 AOE
mysticalagriculture:charm:16, 魔符：攻击 AOE
mysticalagriculture:charm:17, 魔符：耕地 AOE
mysticalagriculture:charm:18, 魔符：剪毛 AOE
mysticalagriculture:charm:19, 魔符：收割 AOE
mysticalagriculture:charm:20, 魔符：镰刀 AOE
mysticalagriculture:inferium_arrow, §e下级精华箭
mysticalagriculture:prudentium_arrow, §a初级精华箭
mysticalagriculture:intermedium_arrow, §6中级精华箭
mysticalagriculture:superium_arrow, §b高级精华箭
mysticalagriculture:supremium_arrow, §c终极精华箭
mysticalagriculture:inferium_sword, §e下级精华剑
mysticalagriculture:inferium_pickaxe, §e下级精华镐
mysticalagriculture:inferium_shovel, §e下级精华锹
mysticalagriculture:inferium_axe, §e下级精华斧
mysticalagriculture:inferium_hoe, §e下级精华锄
mysticalagriculture:inferium_shears, §e下级精华剪刀
mysticalagriculture:inferium_bow, §e下级精华弓
mysticalagriculture:inferium_sickle, §e下级精华镰刀
mysticalagriculture:inferium_scythe, §e下级精华长柄镰刀
mysticalagriculture:inferium_fishing_rod, §e下级精华钓鱼竿
mysticalagriculture:prudentium_sword, §a初级精华剑
mysticalagriculture:prudentium_pickaxe, §a初级精华镐
mysticalagriculture:prudentium_shovel, §a初级精华锹
mysticalagriculture:prudentium_axe, §a初级精华斧
mysticalagriculture:prudentium_hoe, §a初级精华锄
mysticalagriculture:prudentium_shears, §a初级精华剪刀
mysticalagriculture:prudentium_bow, §a初级精华弓
mysticalagriculture:prudentium_sickle, §a初级精华镰刀
mysticalagriculture:prudentium_scythe, §a初级精华长柄镰刀
mysticalagriculture:prudentium_fishing_rod, §a初级精华钓鱼竿
mysticalagriculture:intermedium_sword, §6中级精华剑
mysticalagriculture:intermedium_pickaxe, §6中级精华镐
mysticalagriculture:intermedium_shovel, §6中级精华锹
mysticalagriculture:intermedium_axe, §6中级精华斧
mysticalagriculture:intermedium_hoe, §6中级精华锄
mysticalagriculture:intermedium_shears, §6中级精华剪刀
mysticalagriculture:intermedium_bow, §6中级精华弓
mysticalagriculture:intermedium_sickle, §6中级精华镰刀
mysticalagriculture:intermedium_scythe, §6中级精华长柄镰刀
mysticalagriculture:intermedium_fishing_rod, §6中级精华钓鱼竿
mysticalagriculture:superium_sword, §b高级精华剑
mysticalagriculture:superium_pickaxe, §b高级精华镐
mysticalagriculture:superium_shovel, §b高级精华锹
mysticalagriculture:superium_axe, §b高级精华斧
mysticalagriculture:superium_hoe, §b高级精华锄
mysticalagriculture:superium_shears, §b高级精华剪刀
mysticalagriculture:superium_bow, §b高级精华弓
mysticalagriculture:superium_sickle, §b高级精华镰刀
mysticalagriculture:superium_scythe, §b高级精华长柄镰刀
mysticalagriculture:superium_fishing_rod, §b高级精华钓鱼竿
mysticalagriculture:supremium_sword, §c终极精华剑
mysticalagriculture:supremium_pickaxe, §c终极精华镐
mysticalagriculture:supremium_shovel, §c终极精华锹
mysticalagriculture:supremium_axe, §c终极精华斧
mysticalagriculture:supremium_hoe, §c终极精华锄
mysticalagriculture:supremium_shears, §c终极精华剪刀
mysticalagriculture:supremium_bow, §c终极精华弓
mysticalagriculture:supremium_sickle, §c终极精华镰刀
mysticalagriculture:supremium_scythe, §c终极精华长柄镰刀
mysticalagriculture:supremium_fishing_rod, §c终极精华钓鱼竿
mysticalagriculture:inferium_helmet, §e下级精华头盔
mysticalagriculture:inferium_chestplate, §e下级精华胸甲
mysticalagriculture:inferium_leggings, §e下级精华护腿
mysticalagriculture:inferium_boots, §e下级精华靴子
mysticalagriculture:prudentium_helmet, §a初级精华头盔
mysticalagriculture:prudentium_chestplate, §a初级精华胸甲
mysticalagriculture:prudentium_leggings, §a初级精华护腿
mysticalagriculture:prudentium_boots, §a初级精华靴子
mysticalagriculture:intermedium_helmet, §6中级精华头盔
mysticalagriculture:intermedium_chestplate, §6中级精华胸甲
mysticalagriculture:intermedium_leggings, §6中级精华护腿
mysticalagriculture:intermedium_boots, §6中级精华靴子
mysticalagriculture:superium_helmet, §b高级精华头盔
mysticalagriculture:superium_chestplate, §b高级精华胸甲
mysticalagriculture:superium_leggings, §b高级精华护腿
mysticalagriculture:superium_boots, §b高级精华靴子
mysticalagriculture:supremium_helmet, §c终极精华头盔
mysticalagriculture:supremium_chestplate, §c终极精华胸甲
mysticalagriculture:supremium_leggings, §c终极精华护腿
mysticalagriculture:supremium_boots, §c终极精华靴子
neenergistics:pattern_interface, 样板接口(WIP)
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 销毁升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉控制器
storagedrawers:controllerslave, 控制器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框桥接方块
storagedrawers:framingtable, 镶框台
thaumicaugmentation:vis_regenerator, 灵气再生器
thaumicaugmentation:warded_chest, 守护箱子
thaumicaugmentation:temporary_light, 秘术辉光
thaumicaugmentation:stone:0, 虚空石
thaumicaugmentation:stone:1, 腐化虚空石
thaumicaugmentation:stone:2, 腐化虚空石壤
thaumicaugmentation:stone:3, 荒古符石
thaumicaugmentation:stone:4, 雕文古石
thaumicaugmentation:stone:5, 荒古石砖
thaumicaugmentation:stone:6, 陈年石头
thaumicaugmentation:stone:7, 发光陈年石头
thaumicaugmentation:stone:8, 荒古石柱
thaumicaugmentation:stone:9, 平滑荒古石砖
thaumicaugmentation:stone:10, 荒古圆石
thaumicaugmentation:stone:11, 荒古石灯
thaumicaugmentation:arcane_trapdoor_wood, 宏伟之木奥能活板门
thaumicaugmentation:arcane_trapdoor_metal, 神秘奥能活板门
thaumicaugmentation:arcane_trapdoor_silverwood, 银木奥能活板门
thaumicaugmentation:taint_flower, 腐化花
thaumicaugmentation:impetus_drainer, 元动汲取仪
thaumicaugmentation:impetus_relay, 元动中继器
thaumicaugmentation:impetus_diffuser, 元动弥散仪
thaumicaugmentation:impetus_matrix, 元动矩阵
thaumicaugmentation:impetus_matrix_base, 元动矩阵基座
thaumicaugmentation:rift_feeder, 咒波引流仪
thaumicaugmentation:rift_mover_input, 裂隙封装仪
thaumicaugmentation:rift_mover_output, 裂隙释放仪
thaumicaugmentation:void_recharge_pedestal, 元动充能基座
thaumicaugmentation:arcane_terraformer, 奥术群系转换仪
thaumicaugmentation:rift_monitor, 裂隙监测仪
thaumicaugmentation:impetus_generator, 元动发电机
thaumicaugmentation:stability_field_generator, 裂隙稳定器
thaumicaugmentation:impetus_gate, 元动阀门
thaumicaugmentation:stairs_ancient, 荒古石楼梯
thaumicaugmentation:slab:0, 荒古石砖台阶
thaumicaugmentation:stairs_eldritch_tile, 邪术石楼梯
thaumicaugmentation:bars:0, 荒古栏杆
thaumicaugmentation:fortified_glass, 奥术强化玻璃
thaumicaugmentation:fortified_glass_pane, 奥术强化玻璃板
thaumicaugmentation:starfield_glass:0, 星域玻璃（裂隙）
thaumicaugmentation:starfield_glass:1, 星域玻璃（维度裂缝）
thaumicaugmentation:starfield_glass:2, 星域玻璃（魔镜）
thaumicaugmentation:capstone:0, 邪术拱顶石
thaumicaugmentation:capstone:1, 荒古拱顶石
thaumicaugmentation:capstone:2, 开眼邪术拱顶石
thaumicaugmentation:capstone:3, 开眼荒古拱顶石
thaumicaugmentation:strange_crystal, 诡异魔晶
thaumicaugmentation:crab_vent, 陈年孔洞
thaumicaugmentation:eldritch_lock:0, 邪术锁孔
thaumicaugmentation:eldritch_lock:1, 邪术锁孔
thaumicaugmentation:eldritch_lock:2, 邪术锁孔
thaumicaugmentation:eldritch_lock:3, 邪术锁孔
thaumicaugmentation:eldritch_lock_impetus, 邪术锁孔
thaumicaugmentation:button_greatwood, 宏伟之木按钮
thaumicaugmentation:button_silverwood, 银木按钮
thaumicaugmentation:button_arcane_stone, 奥术石按钮
thaumicaugmentation:warded_button_greatwood, 宏伟之木奥能按钮
thaumicaugmentation:warded_button_silverwood, 银木奥能按钮
thaumicaugmentation:warded_button_arcane_stone, 奥术石奥能按钮
thaumicaugmentation:pressure_plate_greatwood, 宏伟之木压力板
thaumicaugmentation:pressure_plate_silverwood, 银木压力板
thaumicaugmentation:pressure_plate_arcane_stone, 奥术石压力板
thaumicaugmentation:warded_pressure_plate_greatwood, 宏伟之木奥能压力板
thaumicaugmentation:warded_pressure_plate_silverwood, 银木奥能压力板
thaumicaugmentation:warded_pressure_plate_arcane_stone, 奥术石奥能压力板
thaumicaugmentation:urn:0, 寻常瓮
thaumicaugmentation:urn:1, 非凡瓮
thaumicaugmentation:urn:2, 罕见瓮
thaumicaugmentation:item_grate, 滤物格栅
thaumicaugmentation:glass_tube, 玻璃源质管道
thaumicaugmentation:impetus_creative:0, Creative Impetus Source
thaumicaugmentation:impetus_creative:1, Creative Impetus Sink
thaumicaugmentation:gauntlet:0, 神秘法师护手
thaumicaugmentation:gauntlet:1, 虚空预言者法师护手
thaumicaugmentation:material:0, 灵气再生格栅
thaumicaugmentation:material:1, 守护印记
thaumicaugmentation:material:2, 齿轮组
thaumicaugmentation:material:3, 元动能量单元
thaumicaugmentation:material:4, 背带基底
thaumicaugmentation:material:5, 元动宝石
thaumicaugmentation:seal_copier, 印记拓印器
thaumicaugmentation:arcane_door:0, 宏伟之木奥能之扉
thaumicaugmentation:arcane_door:1, 神秘奥能之扉
thaumicaugmentation:arcane_door:2, 银木奥能之扉
thaumicaugmentation:key:0, 铁钥匙
thaumicaugmentation:key:1, 黄铜钥匙
thaumicaugmentation:key:2, 神秘钥匙
thaumicaugmentation:void_boots, 虚空神秘使靴子
thaumicaugmentation:rift_seed:0, 咒波裂隙种子
thaumicaugmentation:rift_seed:0, 咒波裂隙种子
thaumicaugmentation:rift_seed:1, 咒波种子
thaumicaugmentation:rift_seed:1, 咒波种子
thaumicaugmentation:augment_caster_rift_energy_storage, 元动能量电池
thaumicaugmentation:fracture_locator:0, 裂缝定位器
thaumicaugmentation:augment_builder_power:0, 调整器：求知
thaumicaugmentation:augment_builder_power:0, 调整器：元素
thaumicaugmentation:augment_builder_power:0, 调整器：主世界
thaumicaugmentation:augment_builder_power:0, 调整器：下界
thaumicaugmentation:augment_builder_power:0, 调整器：末地
thaumicaugmentation:augment_builder_power:0, 调整器：虚域
thaumicaugmentation:augment_builder_power:0, 调整器：增流
thaumicaugmentation:augment_builder_effect:0, 增效水晶：核心效能
thaumicaugmentation:augment_builder_effect:0, 增效水晶：施法速度
thaumicaugmentation:augment_builder_effect:0, 增效水晶：灵气减免
thaumicaugmentation:morphic_tool, 幻形工具
thaumicaugmentation:primal_cutter:0, 元始刃
thaumicaugmentation:primal_cutter:0, 元始刃
thaumicaugmentation:rift_jar:0, 奥术强化罐子
thaumicaugmentation:rift_jar:0, 缸中裂隙
thaumicaugmentation:impetus_mirror:0, 元动之镜
thaumicaugmentation:impetus_linker:0, 元动谐振器
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:biome_selector:0, 群系核心
thaumicaugmentation:thaumostatic_harness:0, 奥法背带
thaumicaugmentation:thaumostatic_harness_augment:0, 回转仪升级组件
thaumicaugmentation:thaumostatic_harness_augment:1, 腰带升级组件
thaumicaugmentation:elytra_harness:0, 奥法鞘翅
thaumicaugmentation:elytra_harness_augment:0, 元动助推器升级组件
thaumicaugmentation:autocaster_placer:0, 施法器
thaumicaugmentation:autocaster_placer:1, 邪术施法器
thaumicaugmentation:impulse_cannon:0, 元动加农炮
thaumicaugmentation:impulse_cannon_augment:0, 轨道炮模式组件
thaumicaugmentation:impulse_cannon_augment:1, 迸射模式组件
thaumicaugmentation:focus_ancient, 荒古核心
thaumicaugmentation:eldritch_lock_key:0, 符文石板
thaumicaugmentation:eldritch_lock_key:1, 镶尖符咒
thaumicaugmentation:eldritch_lock_key:2, 禁忌知识
thaumicaugmentation:eldritch_lock_key:3, 凶险剑刃
thaumicaugmentation:obelisk_placer:0, 邪术方尖碑
thaumicaugmentation:obelisk_placer:1, 荒古方尖碑
thaumicaugmentation:research_notes:0, 破旧卷轴
thaumicaugmentation:augment_vis_battery, 便携灵气电池
thaumicaugmentation:thaumium_robes_hood, 秘术师兜帽
thaumicaugmentation:thaumium_robes_chestplate, 秘术师法袍
thaumicaugmentation:thaumium_robes_leggings, 秘术师护腿
thaumicaugmentation:celestial_observer_placer, 天象瞭望镜
thaumcomp:sealconnector, 傀儡印记连接器
thaumicenergistics:infusion_provider, 注魔供应器
thaumicenergistics:arcane_assembler, 奥术装配室
thaumicenergistics:essentia_cell_1k, 1k-ME源质存储元件
thaumicenergistics:essentia_cell_4k, 4k-ME源质存储元件
thaumicenergistics:essentia_cell_16k, 16k-ME源质存储元件
thaumicenergistics:essentia_cell_64k, 64k-ME源质存储元件
thaumicenergistics:essentia_cell_creative, 创造型ME源质存储元件
thaumicenergistics:essentia_import, ME源质输入总线
thaumicenergistics:essentia_export, ME源质输出总线
thaumicenergistics:essentia_storage, ME源质存储总线
thaumicenergistics:essentia_terminal, ME源质终端
thaumicenergistics:arcane_terminal, 奥术合成终端
thaumicenergistics:arcane_inscriber, 奥术记录仪
thaumicenergistics:diffusion_core, 扩散核心
thaumicenergistics:coalescence_core, 聚集核心
thaumicenergistics:essentia_component_1k, 1k-ME源质存储组件
thaumicenergistics:essentia_component_4k, 4k-ME源质存储组件
thaumicenergistics:essentia_component_16k, 16k-ME源质存储组件
thaumicenergistics:essentia_component_64k, 64k-ME源质存储组件
thaumicenergistics:upgrade_arcane, 奥术充能升级
thaumicenergistics:knowledge_core, 知识核心
thaumicenergistics:blank_knowledge_core, 空白知识核心
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
thaumicperiphery:caster_elementium, 源质钢法师护手
thaumicperiphery:pauldron, 护肩甲
thaumicperiphery:pauldron_repulsion, 退敌护肩甲
thaumicperiphery:malignant_heart, 恶毒之心
thaumicperiphery:magic_quiver, 术师箭袋
thaumicperiphery:vis_phylactery, 灵气护心符
thaumicwonders:flux_capacitor, 咒波容器
thaumicwonders:primordial_accelerator, 元始加速器
thaumicwonders:void_beacon, 虚空信标
thaumicwonders:meteorb, 气象之球
thaumicwonders:catalyzation_chamber, 催化室
thaumicwonders:inspiration_engine, 灵感引擎
thaumicwonders:placeholder_arcane_stone, 催化室
thaumicwonders:flux_distiller, 咒波蒸馏器
thaumicwonders:madness_engine, 疯狂引擎
thaumicwonders:hexamite, 乌洛托品（魔法版01型）
thaumicwonders:alkahest_vat, 万能溶剂之锅
thaumicwonders:coalescence_matrix_precursor, 聚合矩阵
thaumicwonders:meaty_orb, 嗜肉之球
thaumicwonders:ore_diviner, 矿石探测器
thaumicwonders:primordial_accretion_chamber, 元始积聚室
thaumicwonders:portal_generator, 传送门生成器
thaumicwonders:placeholder_void_metal_block, 元始积聚室
thaumicwonders:placeholder_obsidian, 催化室
thaumicwonders:placeholder_thaumium_block, 元始积聚室
thaumicwonders:primordial_accelerator_terminus, 元始加速冲撞终端
thaumicwonders:primordial_accelerator_tunnel, 元始加速轨道
thaumicwonders:shimmerleaf_crop, 水银花
thaumicwonders:creative_essentia_jar, 创造模式源质罐子
thaumicwonders:coalescence_matrix, 聚合矩阵
thaumicwonders:dimensional_ripper, 维度撕裂器
thaumicwonders:portal_anchor, 传送锚
thaumicwonders:vishroom_crop, 纤毛菇
thaumicwonders:placeholder_adv_alch_construct, 元始积聚室
thaumicwonders:everburning_urn, 永燃之瓮
thaumicwonders:cinderpearl_crop, 火焰草
thaumicwonders:disjunction_cloth, 驱魔之布
thaumicwonders:primal_destroyer, 元始毁灭者
thaumicwonders:flying_carpet, 飞毯
thaumicwonders:timewinder, 扭时之钟
thaumicwonders:alchemist_stone, 炼金术士之石
thaumicwonders:transmuter_stone, 转化之石
thaumicwonders:eldritch_cluster:0, 奇异铁矿矿簇
thaumicwonders:eldritch_cluster:1, 奇异金矿矿簇
thaumicwonders:eldritch_cluster:2, 奇异铜矿矿簇
thaumicwonders:eldritch_cluster:3, 奇异锡矿矿簇
thaumicwonders:eldritch_cluster:4, 奇异银矿矿簇
thaumicwonders:eldritch_cluster:5, 奇异铅矿矿簇
thaumicwonders:eldritch_cluster:6, 奇异朱砂矿簇
thaumicwonders:eldritch_cluster:7, 奇异石英矿簇
thaumicwonders:eldritch_cluster:8, 奇异虚空矿簇
thaumicwonders:alienist_stone, 异形之石
thaumicwonders:void_fortress_helm, 虚空要塞头盔
thaumicwonders:void_fortress_chest, 虚空要塞胸甲
thaumicwonders:void_fortress_legs, 虚空要塞护腿
thaumicwonders:structure_diviner, 建筑探测仪
thaumicwonders:night_vision_goggles, 夜视仪
thaumicwonders:cleansing_charm, 洁净之辉
thaumicwonders:bone_bow, 骨弓
thaumicwonders:primal_arrow:0, 风之矢
thaumicwonders:primal_arrow:1, 地之矢
thaumicwonders:primal_arrow:2, 火之矢
thaumicwonders:primal_arrow:3, 水之矢
thaumicwonders:primal_arrow:4, 秩序矢
thaumicwonders:primal_arrow:5, 混沌矢
thaumicwonders:primordial_grain, 元始晶粒
thaumicwonders:shimmerleaf_seed, 水银花种子
thaumicwonders:cinderpearl_seed, 火焰草种子
thaumicwonders:vishroom_spore, 纤毛菇孢子
thaumicwonders:panacea:0, 纯洁之果
thaumicwonders:panacea:1, 圣洁之果
thaumicwonders:lethe_water, 遗忘之水
immersiveengineering:ore:0, 铜矿石
immersiveengineering:ore:1, 铝土矿石
immersiveengineering:ore:2, 铅矿石
